	model_name	compartment	formula	n_parameters	x_traits	y_trait	x_trait	R2	Pr(>|t|)	Estimate	Std. Error	t value	CI lower	CI upper	estimated_parameter	parameter_value	n	AIC	AICc	delta_AICc	best_model	filter_column	filter_value	trait_table	tree	results_dir	FDR_q	analysis_label
30	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + depth + turf_contact_percent	4	"tissue_Endozoicomonas,depth,turf_contact_percent"	perc_dis	tissue_Endozoicomonas	0.413334925	0.003641493	0.017353658	0.005303971	3.271823873	0.006957875	0.02774944	lambda : 0.0386058838152481 (95% CI  NA  -  0.688576724188163 )	0.038605884	25	148.9642779	150.9642779	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.019205046	Endozoicomonas_and_confounders_vs_disease_with_zeros
32	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + depth	3	"tissue_Endozoicomonas,depth"	perc_dis	tissue_Endozoicomonas	0.397821516	0.003240212	0.016450697	0.005006839	3.285645329	0.006637293	0.026264101	lambda : 0.0497743116092772 (95% CI  NA  -  0.694833483001245 )	0.049774312	26	152.5691914	153.6601004	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_vs_perc_dis/PGLS_results.tsv	0.019205046	Endozoicomonas_and_confounders_vs_disease_with_zeros
44	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	tissue_Endozoicomonas	0.423867236	0.003932065	0.017578603	0.005394454	3.258643398	0.007005472	0.028151733	lambda : 0.058875293124495 (95% CI  NA  -  0.786353316983228 )	0.058875293	25	150.7641108	153.9220055	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.019205046	Endozoicomonas_and_confounders_vs_disease_with_zeros
12	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	tissue_Endozoicomonas	0.407259594	0.005019123	0.017206116	0.005459273	3.151722998	0.006505941	0.027906291	lambda : 0.016554697781182 (95% CI  NA  -  0.735034458075234 )	0.016554698	25	150.91876	154.0766548	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.020989061	Endozoicomonas_and_confounders_vs_disease_with_zeros
23	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	tissue_Endozoicomonas	0.408504393	0.006701764	0.017505444	0.005753908	3.042357096	0.006227784	0.028783104	lambda : 0.0154069148058774 (95% CI  NA  -  0.729711629371128 )	0.015406915	25	152.8494235	157.5160901	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	0.025690095	Endozoicomonas_and_confounders_vs_disease_with_zeros
3	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	"tissue_Endozoicomonas,turf_contact_percent"	perc_dis	turf_contact_percent	0.397036952	0.337027254	-0.209176462	0.213123556	-0.981479785	-0.626898631	0.208545708	lambda : 0.0138840725135879 (95% CI  NA  -  0.6373800422726 )	0.013884073	25	147.307026	148.4498832	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.712204642	Endozoicomonas_and_confounders_vs_disease_with_zeros
15	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	turf_contact_percent	0.407259594	0.38706774	-0.196881241	0.222653198	-0.884250678	-0.63328151	0.239519027	lambda : 0.016554697781182 (95% CI  NA  -  0.735034458075234 )	0.016554698	25	150.91876	154.0766548	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.712204642	Endozoicomonas_and_confounders_vs_disease_with_zeros
17	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	turf_contact_percent	0.408504393	0.384308508	-0.206532281	0.231915194	-0.890550882	-0.661086061	0.2480215	lambda : 0.0154069148058774 (95% CI  NA  -  0.729711629371128 )	0.015406915	25	152.8494235	157.5160901	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	0.712204642	Endozoicomonas_and_confounders_vs_disease_with_zeros
28	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + depth + turf_contact_percent	4	"tissue_Endozoicomonas,depth,turf_contact_percent"	perc_dis	turf_contact_percent	0.413334925	0.375763412	-0.195545016	0.216086519	-0.904938526	-0.619074594	0.227984562	lambda : 0.0386058838152481 (95% CI  NA  -  0.688576724188163 )	0.038605884	25	148.9642779	150.9642779	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.712204642	Endozoicomonas_and_confounders_vs_disease_with_zeros
31	BM_Lambda	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	turf_contact_percent	0.423867236	0.344649408	-0.224618294	0.232065339	-0.967909706	-0.679466359	0.230229771	lambda : 0.058875293124495 (95% CI  NA  -  0.786353316983228 )	0.058875293	25	150.7641108	153.9220055	0	TRUE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	0.712204642	Endozoicomonas_and_confounders_vs_disease_with_zeros
48	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature	4	"tissue_Endozoicomonas,depth,temperature"	perc_dis	(Intercept)	0.514529038	0.046953608	22.1180176	10.50821815	2.104830456	1.521910023	42.71412517	All parameters fixed	1	26	161.0841104	162.9888723	6.558825437	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
52	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth	3	"tissue_Endozoicomonas,depth"	perc_dis	(Intercept)	0.494406212	0.036141976	9.45424069	4.248319363	2.225407245	1.127534739	17.78094664	kappa : 0.21055177034392 (95% CI  NA  -  0.88778994357193 )	0.21055177	26	156.7628228	157.8537319	4.193631468	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
59	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature	4	"tissue_Endozoicomonas,depth,temperature"	perc_dis	(Intercept)	0.547396346	0.031772127	28.16027536	12.28072893	2.293045919	4.090046653	52.23050406	kappa : 0.228999438048949 (95% CI  NA  -  0.883955336365318 )	0.228999438	26	155.8393584	157.7441203	1.314073467	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
60	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth	4	"tissue_Endozoicomonas,latitude,depth"	perc_dis	(Intercept)	0.51647211	0.363647016	6.138469613	6.617108049	0.927666523	-6.831062163	19.10800139	delta : 1 (95% CI  0.297549740337073  -  NA )	1	26	160.9798379	162.8845998	6.415511752	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
61	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + temperature	3	"tissue_Endozoicomonas,temperature"	perc_dis	(Intercept)	0.502109301	0.022249218	29.93976782	12.21351458	2.451363824	6.001279236	53.8782564	kappa : 0.283686267062126 (95% CI  NA  -  0.95103657059447 )	0.283686267	26	156.2212764	157.3121855	3.174861853	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
62	BM	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth + turf_contact_percent	5	"tissue_Endozoicomonas,latitude,depth,turf_contact_percent"	perc_dis	(Intercept)	0.535881123	0.413646048	5.706620719	6.835237959	0.834882524	-7.69044568	19.10368712	All parameters fixed	1	25	157.2056139	160.3635087	6.441503123	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
65	BM	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	"tissue_Endozoicomonas,turf_contact_percent"	perc_dis	(Intercept)	0.366032699	0.542966867	4.238406405	6.859055162	0.617928608	-9.205341712	17.68215452	All parameters fixed	1	25	161.0020304	162.1448875	13.69500432	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
67	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth	3	"tissue_Endozoicomonas,depth"	perc_dis	(Intercept)	0.458359074	0.195337177	8.842512205	6.629705188	1.333771556	-4.151709964	21.83673437	All parameters fixed	1	26	161.9306894	163.0215984	9.361498003	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
74	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	"tissue_Endozoicomonas,turf_contact_percent"	perc_dis	(Intercept)	0.366032699	0.542966867	4.238406405	6.859055162	0.617928608	-9.205341712	17.68215452	delta : 1 (95% CI  0.327188683008134  -  NA )	1	25	161.0020304	162.1448875	13.69500432	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
75	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	(Intercept)	0.406713975	0.502601437	2.818484657	4.138065895	0.681111594	-5.292124497	10.92909381	kappa : 0.215901580093862 (95% CI  NA  -  0.90495786746779 )	0.21590158	26	160.9077288	161.9986378	7.862930599	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
84	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	(Intercept)	0.530279176	0.055257835	28.17996389	13.79863906	2.042227771	1.134631334	55.22529645	delta : 1 (95% CI  0.296969880566974  -  NA )	1	25	159.5055591	164.1722257	6.656135608	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
90	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	(Intercept)	0.558754384	0.059615012	30.22213873	15.08594748	2.003330501	0.653681667	59.7905958	kappa : 0.184041996926745 (95% CI  NA  -  0.907112906737849 )	0.184041997	25	154.6399025	159.3065691	1.790478993	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
95	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + turf_contact_percent	3	"tissue_Endozoicomonas,turf_contact_percent"	perc_dis	(Intercept)	0.410924829	0.25115978	4.281943305	3.633165709	1.178570879	-2.839061485	11.40294809	kappa : 0.173102516117009 (95% CI  NA  -  0.887594025660186 )	0.173102516	25	155.8925768	157.0354339	8.585550757	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
97	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent + observed_features_all	6	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent,observed_features_all"	perc_dis	(Intercept)	0.530279176	0.055257835	28.17996389	13.79863906	2.042227771	1.134631334	55.22529645	All parameters fixed	1	25	159.5055591	164.1722257	6.656135608	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
99	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	(Intercept)	0.518540381	0.054829546	22.70503534	11.13250844	2.039525545	0.885318796	44.52475189	delta : 1 (95% CI  0.306748250004833  -  NA )	1	25	158.122655	161.2805497	7.203894982	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
103	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	(Intercept)	0.559190289	0.036383073	29.75451167	13.26545159	2.243007822	3.754226562	55.75479678	kappa : 0.171310499966546 (95% CI  NA  -  0.860485022384522 )	0.1713105	25	152.6489727	155.8068675	1.730212702	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
109	BM	tissue	perc_dis ~ tissue_Endozoicomonas + depth + temperature + turf_contact_percent	5	"tissue_Endozoicomonas,depth,temperature,turf_contact_percent"	perc_dis	(Intercept)	0.518540381	0.054829546	22.70503534	11.13250844	2.039525545	0.885318796	44.52475189	All parameters fixed	1	25	158.122655	161.2805497	7.203894982	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_temperature_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
110	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + temperature	3	"tissue_Endozoicomonas,temperature"	perc_dis	(Intercept)	0.484938168	0.030563384	24.07704151	10.44773819	2.304521905	3.599474659	44.55460835	delta : 1 (95% CI  0.308785473581499  -  NA )	1	26	160.6224648	161.7133739	7.576050293	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_temperature_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
112	BM	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	(Intercept)	0.370253101	0.689905208	2.812989448	6.961907654	0.404054404	-10.83234955	16.45832845	All parameters fixed	1	26	165.8492717	166.9401808	12.80447359	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
113	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	(Intercept)	0.406713975	0.502601437	2.818484657	4.138065895	0.681111594	-5.292124497	10.92909381	kappa : 0.215901580093862 (95% CI  NA  -  0.90495786746779 )	0.21590158	26	160.9077288	161.9986378	7.862930599	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
114	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + latitude + depth	4	"tissue_Endozoicomonas,latitude,depth"	perc_dis	(Intercept)	0.518213643	0.120348198	7.560897038	4.678810945	1.615986866	-1.609572415	16.73136649	kappa : 0.349785027443148 (95% CI  NA  -  NA )	0.349785027	26	157.3201584	159.2249203	2.755832264	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
117	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + observed_features_all	3	"tissue_Endozoicomonas,observed_features_all"	perc_dis	(Intercept)	0.370253101	0.689905208	2.812989448	6.961907654	0.404054404	-10.83234955	16.45832845	delta : 1 (95% CI  0.325302602505045  -  NA )	1	26	165.8492717	166.9401808	12.80447359	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_observed_features_all_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
124	BM_Kappa	tissue	perc_dis ~ tissue_Endozoicomonas + depth + turf_contact_percent	4	"tissue_Endozoicomonas,depth,turf_contact_percent"	perc_dis	(Intercept)	0.503929316	0.036838544	9.788092442	4.390509708	2.229374968	1.182693413	18.39349147	kappa : 0.163934296341628 (95% CI  NA  -  0.870845518993957 )	0.163934296	25	153.622335	155.622335	4.658057143	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
128	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + latitude	3	"tissue_Endozoicomonas,latitude"	perc_dis	(Intercept)	0.490766729	0.611794803	3.092092771	6.009619012	0.514523926	-8.686760494	14.87094603	delta : 1 (95% CI  0.299194224845177  -  NA )	1	26	160.3265653	161.4174744	7.377874904	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_latitude_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
129	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth	3	"tissue_Endozoicomonas,depth"	perc_dis	(Intercept)	0.458359074	0.195337177	8.842512205	6.629705188	1.333771556	-4.151709964	21.83673437	delta : 1 (95% CI  0.312945701379965  -  NA )	1	26	161.9306894	163.0215984	9.361498003	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
139	BM_Delta	tissue	perc_dis ~ tissue_Endozoicomonas + depth + turf_contact_percent	4	"tissue_Endozoicomonas,depth,turf_contact_percent"	perc_dis	(Intercept)	0.461126301	0.208627664	8.984898004	6.926286328	1.297217236	-4.590623198	22.56041921	delta : 1 (95% CI  0.313304126959618  -  NA )	1	25	158.9391264	160.9391264	9.974848497	FALSE	None	None	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros_depth.tsv	../output/huang_roy_genus_tree.newick	../output/PIC_results/A5c_Endozoicomonas_and_confounders_vs_disease_with_zeros/PIC_tissue_Endozoicomonas_and_depth_and_turf_contact_percent_vs_perc_dis/PGLS_results.tsv	NA (q values only calculated for best models by AIC)	Endozoicomonas_and_confounders_vs_disease_with_zeros
