Disease_Trait,Diversity_Trait,Filtered_column,Filtered_Value,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc,Best_Model
perc_bbd,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.920475059,0.000362314,-0.035339032,3.900061382,0.0163976816480571 + 2.12454353710961 - -1.79545646289039,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.161325133830733,8.077666076,8.52211052,Model_3l_AIC,Model_3l_AICc,n
perc_wd,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.76075102,0.003365279,-0.032228818,3.868302082,0.0102570835961089 + 2.78034740164282 - -1.13965259835718,"lambda=1,delta=1,kappa=1",NA,61.6743064,62.11875085,,,n
perc_wd,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.852667052,0.001253209,-0.034416319,3.902818689,3.894710448,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.448757221100615,5.933635067,6.378079512,,,y
perc_wd,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.762149779,0.003324891,-0.032270648,3.869899798,0.0104132571550396 + 2.30470341263236 - -1.61529658736764,"lambda=l,delta=ML,kappa=1",3 -/+ 1.99017314492444,53.10447169,53.54891613,,,n
perc_wd,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.525343359,0.014558981,-0.020635341,3.867037654,0.0248940853345678 + 2.12304323345838 - -1.79695676654162,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.159255613509525,7.64855738,8.093001824,Model_3l_AIC,Model_3l_AICc,n
perc_dis,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.669424416,0.006605152,-0.028873236,0.00647606392944483 + 1.97500899690158 - -1.94499100309842,3.893850803,"lambda=1,delta=1,kappa=1",NA,24.32446939,24.76891384,,,n
perc_dis,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.119121475,0.084509096,0.051812992,0.0104419281777564 + 1.96649496738801 - -1.95350503261199,3.886586073,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.402724006546562,-33.31228175,-32.86783731,,,y
perc_dis,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.622668354,0.008764701,-0.02663656,0.00707445656341614 + 1.97421784884503 - -1.94578215115497,3.891423054,"lambda=l,delta=ML,kappa=1",3 -/+ 2.00176155984957,15.66274854,16.10719298,,,n
perc_dis,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.144969586,0.074322249,0.04126233,0.00889596026027818 + 1.9659331360744 - -1.9540668639256,3.883392691,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.154834114025518,-23.91903419,-23.47458975,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.868339819,0.000998568,-0.034680055,3.859982652,0.00944498133329853 + 2.40500558118795 - -1.51499441881205,"lambda=1,delta=1,kappa=1",NA,24.49330926,24.93775371,,,n
perc_bbd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.587313161,0.010652185,-0.024681665,3.863564921,0.00498865799297484 + 1.98868625797417 - -1.93131374202583,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.42451359393739,-30.98471601,-30.54027157,,,y
perc_bbd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.846790417,0.001356384,-0.034309459,3.860034418,0.011357913224445 + 2.15273594590797 - -1.76726405409203,"lambda=l,delta=ML,kappa=1",3 -/+ 1.99500392352239,15.88612951,16.33057395,,,n
perc_bbd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.934568061,0.000245029,-0.035460506,3.910003395,3.918397282,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.173858528901946,-21.60951277,-21.16506832,Model_3l_AIC,Model_3l_AICc,n
perc_wd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.518834132,0.015018158,-0.020159765,3.861300991,0.0150454794346251 + 2.39833266108316 - -1.52166733891684,"lambda=1,delta=1,kappa=1",NA,24.06931908,24.51376352,,,n
perc_wd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.605049214,0.009676491,-0.025692206,0.0259258300862142 + 2.00956592954662 - -1.91043407045338,3.907781772,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.417322021221316,-30.9551446,-30.51070016,,,y
perc_wd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.546824648,0.013112161,-0.022133833,3.866547986,0.0150058689782489 + 2.1442802839667 - -1.7757197160333,"lambda=l,delta=ML,kappa=1",3 -/+ 1.98654108408417,15.53088212,15.97532657,,,n
perc_wd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.52616801,0.014501512,-0.020694862,3.88777448,0.0037762992797892 + 2.05940471876788 - -1.86059528123212,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.176795179826245,-22.04039161,-21.59594717,Model_3l_AIC,Model_3l_AICc,n
perc_dis,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.213087176,0.054802528,0.021045475,0.007774975236572 + 1.96610212330016 - -1.95389787669984,3.837286673,"lambda=1,delta=1,kappa=1",NA,-29.67631194,-29.23186749,,,n
perc_dis,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.512805019,0.015452398,-0.019710017,0.00326092112054448 + 1.96491905520653 - -1.95508094479347,3.853824899,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.55547961105864,-49.98695064,-49.54250619,,,y
perc_dis,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.236625954,0.049643367,0.015702059,0.00720882271668492 + 1.96596071038022 - -1.95403928961978,3.841216624,"lambda=l,delta=ML,kappa=1",3 -/+ 1.73395935132271,-36.49575972,-36.05131527,,,n
perc_dis,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.443818975,0.021093374,-0.013867577,0.00358951954926305 + 1.96462120161055 - -1.95537879838945,3.85242147,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.630442359844339,-38.91292392,-38.46847947,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.790370299,0.002565922,-0.033056724,3.879900519,3.874560308,"lambda=1,delta=1,kappa=1",NA,-28.06254628,-27.61810183,,,n
perc_bbd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.783372757,0.002744291,-0.032871984,0.0209198350100271 + 2.03536460297805 - -1.88463539702195,3.860908231,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.519281231331763,-49.60220163,-49.15775719,,,y
perc_bbd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.868558869,0.000995219,-0.034683523,3.898007267,3.874497105,"lambda=l,delta=ML,kappa=1",3 -/+ 1.75405757162478,-34.9980923,-34.55364786,,,n
perc_bbd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.750275839,0.003676212,-0.031906781,0.0293274419583552 + 2.051242074677 - -1.868757925323,3.863275946,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.551881659951902,-38.38384296,-37.93939851,Model_3l_AIC,Model_3l_AICc,n
perc_wd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.088087558,0.100347503,0.068217057,3.85675813,3.884790859,"lambda=1,delta=1,kappa=1",NA,-31.15787084,-30.71342639,,,n
perc_wd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.33291597,0.033509989,-0.001007511,0.0352349977984692 + 1.9957607628848 - -1.9242392371152,3.849956876,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.435433364341947,-50.54228919,-50.09784475,,,y
perc_wd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.122934948,0.082866794,0.050112036,3.862465756,3.886488654,"lambda=l,delta=ML,kappa=1",3 -/+ 1.65681116354402,-37.5632975,-37.11885306,,,n
perc_wd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.309520207,0.036849109,0.002450863,3.881102965,3.87380839,"lambda=1,delta=1,kappa=ML",0.00443361583004957 -/+ 0.676366666559438,-39.39123145,-38.94678701,Model_3l_AIC,Model_3l_AICc,n
perc_dis,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.167562671,0.081134423,0.041183746,3.90111907,0.125429089960073 + 2.57744715100374 - -1.34255284899626,"lambda=1,delta=1,kappa=1",NA,37.88043245,38.42588699,,,n
perc_dis,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.331863615,0.040972824,-0.00072401,3.904935619,0.136299505062516 + 2.06321616552961 - -1.85678383447039,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.995920743732324,27.50513993,28.05059448,,,n
perc_dis,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.180753891,0.076502406,0.036350337,3.90150563,0.120839233943839 + 2.24212652610342 - -1.67787347389658,"lambda=l,delta=ML,kappa=1",3 -/+ 1.42737638866139,32.52154543,33.06699998,,,n
perc_dis,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.074897725,0.131440196,0.093676726,3.898719874,0.140916675337538 + 2.27923907201769 - -1.64076092798231,"lambda=1,delta=1,kappa=ML",0.37115930700553 -/+ 0.765064711169897,26.8414124,27.38686695,Model_3k_AIC,Model_3k_AICc,y
perc_bbd,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.189309186,0.073691011,0.033416708,0.544501362746691 + 2.36253693322923 - -1.55746306677077,3.873416366,"lambda=1,delta=1,kappa=1",NA,38.08213294,38.62758748,,,n
perc_bbd,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.131527134,0.096103174,0.056803312,0.462037752606222 + 2.25546368420921 - -1.66453631579079,0.00372495261355554 + 2.04989308038103 - -1.87010691961897,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.992738322407013,26.0250352,26.57048975,,,n
perc_bbd,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.170643464,0.080018106,0.040018893,0.542067658659584 + 2.3432525792593 - -1.5767474207407,3.862386948,"lambda=l,delta=ML,kappa=1",3 -/+ 1.49714765006869,32.42619032,32.97164487,,,n
perc_bbd,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.028333552,0.192277454,0.157159083,0.61598682894209 + 2.22325366663476 - -1.69674633336524,3.890479314,"lambda=1,delta=1,kappa=ML",0.256831303160914 -/+ 0.702527379111701,25.32350095,25.86895549,Model_3k_AIC,Model_3k_AICc,y
perc_wd,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.808954031,0.002593997,-0.040771482,0.035741463160693 + 2.10613683293163 - -1.81386316706837,0.0244870701213526 + 2.60224722211502 - -1.31775277788498,"lambda=1,delta=1,kappa=1",NA,39.93088424,40.47633879,,,n
perc_wd,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.918757034,0.000462175,-0.042995992,0.013486299912513 + 2.09077521765683 - -1.82922478234317,0.0661333977732485 + 2.06329132725238 - -1.85670867274762,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.992219025942041,28.53947957,29.08493411,,,y
perc_wd,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.832330739,0.001989631,-0.041402124,0.0308006475961587 + 2.10383918000682 - -1.81616081999318,0.0232054158504834 + 2.25178851079621 - -1.66821148920379,"lambda=l,delta=ML,kappa=1",3 -/+ 1.45561356154787,34.46143223,35.00688678,,,n
perc_wd,tissue_weighted_unifrac_ordination_PC1,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.928143869,0.00036129,-0.043101263,0.0108315011181618 + 2.07880052279761 - -1.84119947720239,0.0357571584610072 + 2.3045425792729 - -1.6154574207271,"lambda=1,delta=1,kappa=ML",0.39499501837935 -/+ 0.800062545801235,30.34671637,30.89217092,Model_3l_AIC,Model_3l_AICc,n
perc_dis,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.055064602,0.150809335,0.113888001,0.0252207970589793 + 1.97247910340788 - -1.94752089659212,3.817621074,"lambda=1,delta=1,kappa=1",NA,34.88713047,35.43258501,,,n
perc_dis,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.042552738,0.166979388,0.1307611,0.0222451807324953 + 1.97036020769462 - -1.94963979230538,3.860772882,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.427986425161988,8.349195666,8.894650211,,,y
perc_dis,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.055091309,0.150778847,0.113856188,0.0248482859797625 + 1.97229625077413 - -1.94770374922587,3.816227226,"lambda=l,delta=ML,kappa=1",3 -/+ 1.70934454125484,28.22915175,28.7746063,,,n
perc_dis,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.01810185,0.219720826,0.185795644,0.0251368734144035 + 1.96987726570077 - -1.95012273429923,3.805482566,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.504660280631831,19.44844668,19.99390122,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.519365326,0.018276999,-0.02440661,3.654314381,0.0561749804702781 + 2.58531431488836 - -1.33468568511164,"lambda=1,delta=1,kappa=1",NA,38.51276684,39.05822139,,,n
perc_bbd,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.244841324,0.058319907,0.017377294,3.656719817,0.0741252114388223 + 2.0271150151138 - -1.8928849848862,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.341142750137033,11.41437634,11.95983089,,,y
perc_bbd,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.48399272,0.021529867,-0.021012312,3.650905844,0.0571663577561379 + 2.23882169078381 - -1.68117830921619,"lambda=l,delta=ML,kappa=1",3 -/+ 1.72651017977678,31.77091734,32.31637189,,,n
perc_bbd,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.258657881,0.055111078,0.014028951,3.64417911,0.0391117917215813 + 2.19220621181896 - -1.72779378818104,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.505153037565935,24.23383684,24.77929139,Model_3l_AIC,Model_3l_AICc,n
perc_wd,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.84265914,0.001749124,-0.041653088,3.891244444,0.0255896029253535 + 2.58952066365512 - -1.33047933634488,"lambda=1,delta=1,kappa=1",NA,38.93015263,39.47560717,,,n
perc_wd,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.976782758,3.76E-05,-0.043438992,0.00281497067319175 + 2.05567948477082 - -1.86432051522917,0.0335650867688834 + 2.03557135938963 - -1.88442864061037,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.371344964164284,12.91567715,13.46113169,,,y
perc_wd,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.86487584,0.001285878,-0.042136475,3.89630276,0.0203836460165983 + 2.23934794493711 - -1.68065205506289,"lambda=l,delta=ML,kappa=1",3 -/+ 1.70890717094429,32.28287511,32.82832965,,,n
perc_wd,tissue_weighted_unifrac_ordination_PC2,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.773546207,0.003672041,-0.039646565,0.0305792996790754 + 2.06502942478658 - -1.85497057521342,0.00410325283741489 + 2.19825136339326 - -1.72174863660674,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.540748638103203,25.55906437,26.10451892,Model_3l_AIC,Model_3l_AICc,n
perc_dis,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.633900029,0.010027119,-0.033015181,0.00306596061825594 + 1.96635223016265 - -1.95364776983735,0.0968314775303408 + 2.2560350560014 - -1.6639649439986,"lambda=1,delta=1,kappa=1",NA,1.124652464,1.67010701,,,n
perc_dis,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.864874483,0.001285904,-0.042136448,0.00104767220336095 + 1.96608804348492 - -1.95391195651508,0.10463495473185 + 2.00134953091114 - -1.91865046908886,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.590238242043481,-18.23308039,-17.68762584,,,y
perc_dis,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.650081584,0.009102455,-0.033980046,0.00288990785329356 + 1.96628716954539 - -1.95371283045461,0.0916618750703818 + 2.09238632421824 - -1.82761367578176,"lambda=l,delta=ML,kappa=1",3 -/+ 1.66772270113505,-5.310019453,-4.764564907,,,n
perc_dis,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.882000642,0.0009785,-0.042457217,0.000791750773659802 + 1.96527510941733 - -1.95472489058267,0.111961875445936 + 2.07511711494844 - -1.84488288505156,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.495165839319478,-11.91336836,-11.36791382,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.921212334,0.000434577,-0.043024789,3.90068552,0.114103109770413 + 2.2574700858201 - -1.6625299141799,"lambda=1,delta=1,kappa=1",NA,1.365728886,1.911183432,,,n
perc_bbd,tissue_weighted_unifrac_ordination_PC3,most_abundant_class_tissue,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,494899,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.907978191,0.000593492,-0.042858965,0.014253901728954 + 2.08196451640067 - -1.83803548359933,0.106944899585955 + 1.99710698357324 - -1.92289301642676,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.593941238693697,-18.2157538,-17.67029925,,,y
