	analysis_label	x_trait	y_trait	R2	p	FDR_q	slope	model_name	best_model	AIC	AICc	delta_AICc	filter_column	filter_value	results_dir	x_trait_slope_95CI	compartment	branch_length_transformation	estimated_parameter	parameter_value	intercept	x_trait_slope_stdev	trait_table	tree
33	gamma_proteobacteria_dominance_vs_disease	observed_features_all	perc_dis	0.014172281770908	0.579542269662333	NA (q values only calculated for best models by AIC)	0.0115186039991052	BM_Kappa	False	166.149047335171	166.720475906599	12.658228177680996	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-0.0286258173305106 - 0.051663025328721	all	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.57601799020616 )	1.83735896526652	0.0204818476171509	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
34	gamma_proteobacteria_dominance_vs_disease	dominance_all	perc_dis	0.668312624802198	1.07828051176817e-06	NA (q values only calculated for best models by AIC)	60.4538816615429	BM	False	149.186572793521	149.758001364949	12.322151038658006	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	42.6570144250616 - 78.2507488980242	all	lambda=1 delta=1kappa=1	None	All parameters fixed	-5.14758155083092	9.0800343043272	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
35	gamma_proteobacteria_dominance_vs_disease	observed_features_mucus	perc_dis	0.0116849533405723	0.569638637851266	NA (q values only calculated for best models by AIC)	-0.004811026476404	BM_Delta	False	175.952049176076	176.39649362052	8.226271305132002	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-0.021199896654238 - 0.0115778437014298	mucus	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.308635718191  -  NA )	4.4397897699253	0.0083616684580785	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
36	gamma_proteobacteria_dominance_vs_disease	dominance_all	perc_dis	0.147093352870328	0.116151499475312	NA (q values only calculated for best models by AIC)	4.91204281836127	BM	False	97.160037777921	97.960037777921	25.371229522732307	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.883744626591966 - 10.7078302633145	all	lambda=1 delta=1kappa=1	None	All parameters fixed	1.42434703445709	2.95703441069043	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
37	gamma_proteobacteria_dominance_vs_disease	gini_index_mucus	perc_dis	0.0255920475146175	0.658873511390591	NA (q values only calculated for best models by AIC)	11.8484323532696	BM_Kappa	False	70.8762334825012	72.5905191967869	2.5937578002199047	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-38.8144464998884 - 62.5113112064275	mucus	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.533545080478165 )	-6.47854985052305	25.8484075781418	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
38	gamma_proteobacteria_dominance_vs_disease	dominance_mucus	perc_dis	0.004693877382012	0.71904682523521	NA (q values only calculated for best models by AIC)	1.43761638065796	BM_Delta	False	176.163514097303	176.607958541748	8.681389315063996	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-6.31650394494398 - 9.19173670625989	mucus	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.309299060092554  -  NA )	3.68765628082577	3.95618383959282	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
39	gamma_proteobacteria_dominance_vs_disease	dominance_skeleton	perc_dis	0.0897537760058899	0.199403111947139	NA (q values only calculated for best models by AIC)	11.3221141779498	BM	False	125.679597539707	126.385479892648	6.180672251916988	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-5.33502550575886 - 27.9792538616585	skeleton	lambda=1 delta=1kappa=1	None	All parameters fixed	2.73229034273834	8.49854065495342	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
40	gamma_proteobacteria_dominance_vs_disease	observed_features_skeleton	perc_dis	0.100238447368273	0.173822570474676	NA (q values only calculated for best models by AIC)	-0.0133427977378706	BM	False	125.447890499132	126.153772852073	5.665910989262002	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.0318105173276765 - 0.00512492185193524	skeleton	lambda=1 delta=1kappa=1	None	All parameters fixed	6.86575518593811	0.0094223059131662	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
41	gamma_proteobacteria_dominance_vs_disease	observed_features_tissue	perc_dis	0.115885281249259	0.0958899939203577	NA (q values only calculated for best models by AIC)	0.0245964287175814	BM_Delta	False	172.605551804499	173.151006349953	14.553477015691016	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-0.00316899966279767 - 0.0523618570979605	tissue	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.302088731507647  -  NA )	0.782013180191537	0.0141660348879485	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
42	gamma_proteobacteria_dominance_vs_disease	observed_features_tissue	perc_dis	0.0086873705187358	0.761998754329451	NA (q values only calculated for best models by AIC)	-0.0026658345139186	BM	False	73.4689447284112	74.6689447284112	25.453069829994405	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.0194946699027449 - 0.0141630008749076	tissue	lambda=1 delta=1kappa=1	None	All parameters fixed	2.05456278148851	0.0085861405045031	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
43	gamma_proteobacteria_dominance_vs_disease	gini_index_skeleton	perc_dis	0.0901188957678316	0.198446886917959	NA (q values only calculated for best models by AIC)	10.5025415238591	BM_Kappa	False	124.637916336537	125.343798689478	7.428492356425011	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-4.9144139555188 - 25.9194970032371	skeleton	lambda=1 delta=1kappa=ML	kappa	kappa : 0.67809819693241 (95% CI  NA  -  NA )	-5.09173555205217	7.86579361192752	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
44	gamma_proteobacteria_dominance_vs_disease	gini_index_skeleton	perc_dis	0.0930865999922324	0.190857078993453	NA (q values only calculated for best models by AIC)	8.88911439458506	BM	False	125.606234084359	126.3121164373	8.39681010424701	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-3.92880804788184 - 21.707036837052	skeleton	lambda=1 delta=1kappa=1	None	All parameters fixed	-3.76420639803673	6.5397563481974	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
45	gamma_proteobacteria_dominance_vs_disease	gini_index_mucus	perc_dis	0.0615342872290186	0.186260275394909	NA (q values only calculated for best models by AIC)	9.63272935255086	BM_Delta	False	174.399393212942	174.843837657386	8.716477736385002	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-4.30130996950736 - 23.5667686746091	mucus	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.309882319110904  -  NA )	-4.77702358451637	7.10920373574399	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
46	gamma_proteobacteria_dominance_vs_disease	dominance_skeleton	perc_dis	0.408867906785084	0.122023625259851	NA (q values only calculated for best models by AIC)	9.82009971880046	BM_Lambda	False	22.6458516223317	25.6458516223317	1.2566344923577013	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-0.529837722951278 - 20.1700371605522	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1 (95% CI  0.446737133778261  -  NA )	1.2090012353919	5.28058032742436	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
47	gamma_proteobacteria_dominance_vs_disease	dominance_all	perc_dis	0.147093352870328	0.116151499475312	NA (q values only calculated for best models by AIC)	4.91204281836127	BM_Delta	False	97.160037777921	97.960037777921	25.371229522732307	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.883744626591966 - 10.7078302633145	all	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.318784529640203  -  NA )	1.42434703445709	2.95703441069043	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
48	gamma_proteobacteria_dominance_vs_disease	dominance_mucus	perc_dis	0.0002992191289699	0.962172051112649	NA (q values only calculated for best models by AIC)	-0.705361572325464	BM	False	78.2736226401491	79.9879083544349	9.94115214755179	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-28.9582732762845 - 27.5475501316335	mucus	lambda=1 delta=1kappa=1	None	All parameters fixed	3.59235935067048	14.4147508693668	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
49	gamma_proteobacteria_dominance_vs_disease	gini_index_tissue	perc_dis	0.0023779517940014	0.874300638449871	NA (q values only calculated for best models by AIC)	1.37124015349989	BM	False	73.551423775592	74.751423775592	25.760699496400804	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-15.2267211243361 - 17.9692014313358	tissue	lambda=1 delta=1kappa=1	None	All parameters fixed	0.258826942040503	8.46834759073263	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
50	gamma_proteobacteria_dominance_vs_disease	observed_features_all	perc_dis	0.212328960972315	0.0542904894135763	NA (q values only calculated for best models by AIC)	-0.0153015624746249	BM	False	95.7277856740816	96.5277856740816	25.257791581083893	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.0297426427247977 - -0.000860482224452055	all	lambda=1 delta=1kappa=1	None	All parameters fixed	4.79659062581786	0.0073678980868228	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
51	gamma_proteobacteria_dominance_vs_disease	dominance_skeleton	perc_dis	0.0827480949976598	0.218764696470872	NA (q values only calculated for best models by AIC)	11.2686465837893	BM_Kappa	False	124.801670096868	125.507552449809	5.302744809077993	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-6.06368090272117 - 28.6009740702997	skeleton	lambda=1 delta=1kappa=ML	kappa	kappa : 0.710782181992082 (95% CI  0.00486353480656315  -  NA )	2.86114577163767	8.84302422781145	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
52	gamma_proteobacteria_dominance_vs_disease	gini_index_tissue	perc_dis	0.0133476763652604	0.707030596806913	NA (q values only calculated for best models by AIC)	-3.09579305465412	BM_Kappa	False	55.8596036455762	57.0596036455762	8.068879366385005	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-18.8251470992373 - 12.633560989929	tissue	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.247681592334311 )	4.29311953826076	8.02518063499141	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
53	gamma_proteobacteria_dominance_vs_disease	dominance_all	perc_dis	0.668312624802198	1.07828051176817e-06	NA (q values only calculated for best models by AIC)	60.4538816615429	BM_Delta	False	149.186572793521	149.758001364949	12.322151038658006	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	42.6570144250616 - 78.2507488980242	all	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.288919038229218  -  NA )	-5.14758155083092	9.0800343043272	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
54	gamma_proteobacteria_dominance_vs_disease	gini_index_mucus	perc_dis	0.0615342872290181	0.186260275394908	NA (q values only calculated for best models by AIC)	9.63272935255087	BM_Kappa	False	174.399393212942	174.843837657386	8.716477736385002	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-4.30130996950734 - 23.5667686746091	mucus	lambda=1 delta=1kappa=ML	kappa	kappa : 1 (95% CI  0.295230780729929  -  NA )	-4.7770235845164	7.10920373574399	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
55	gamma_proteobacteria_dominance_vs_disease	gini_index_tissue	perc_dis	0.0008307107381846	0.891220206123339	NA (q values only calculated for best models by AIC)	-0.65599581253757	BM_Delta	False	175.663986715803	176.209441261258	17.68517496509	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-9.95395952163794 - 8.6419678965628	tissue	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.320930933986796  -  NA )	5.24842640439296	4.74385903525529	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
56	gamma_proteobacteria_dominance_vs_disease	dominance_tissue	perc_dis	0.0764309705582929	0.360527119509618	NA (q values only calculated for best models by AIC)	-4.5130383780379	BM_Delta	False	72.5487474140361	73.7487474140361	24.461786115604703	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-13.7840846519287 - 4.75800789585292	tissue	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.263031455245555  -  NA )	2.28984230366697	4.73012564994429	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
57	gamma_proteobacteria_dominance_vs_disease	observed_features_tissue	perc_dis	0.0448077415147948	0.48752775253597	NA (q values only calculated for best models by AIC)	-0.0038698735178669	BM_Kappa	False	55.4383375576962	56.6383375576962	7.422462659279397	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.0144289362356204 - 0.00668918919988657	tissue	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.243729431192337 )	2.1840579310561	0.005387276896813	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
58	gamma_proteobacteria_dominance_vs_disease	dominance_tissue	perc_dis	0.0185751278744127	0.657063988339648	NA (q values only calculated for best models by AIC)	-1.48553722957585	BM_Kappa	False	55.7905443326819	56.9905443326819	7.703583034250499	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-7.8667891919764 - 4.8957147328247	tissue	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.2707524502641 )	1.59106856120917	3.25574079714314	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
59	gamma_proteobacteria_dominance_vs_disease	observed_features_skeleton	perc_dis	0.217892247364274	0.290987775733718	NA (q values only calculated for best models by AIC)	-0.0046103193722517	BM	False	24.6055227744942	27.6055227744942	0.15377098617059914	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-0.0122665408289224 - 0.00304590208441896	skeleton	lambda=1 delta=1kappa=1	None	All parameters fixed	2.71164281154193	0.0039062354370768	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
60	gamma_proteobacteria_dominance_vs_disease	observed_features_tissue	perc_dis	0.0086873705187358	0.761998754329451	NA (q values only calculated for best models by AIC)	-0.0026658345139186	BM_Delta	False	73.4689447284112	74.6689447284112	25.453069829994405	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.0194946699027449 - 0.0141630008749076	tissue	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.266854659634006  -  NA )	2.05456278148851	0.0085861405045031	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
61	gamma_proteobacteria_dominance_vs_disease	observed_features_skeleton	perc_dis	0.0730653384720222	0.249064425330223	NA (q values only calculated for best models by AIC)	-0.0120820772357066	BM_Kappa	False	125.247576347366	125.953458700307	5.465596837495994	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.0319627138599092 - 0.00779855938849603	skeleton	lambda=1 delta=1kappa=ML	kappa	kappa : 0.843137453278794 (95% CI  0.0936642321343217  -  NA )	6.72402986722106	0.0101431819511238	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
62	gamma_proteobacteria_dominance_vs_disease	gini_index_all	perc_dis	0.0082701351760496	0.719690147978592	NA (q values only calculated for best models by AIC)	-1.73404905918242	BM_Kappa	False	80.8663996153149	81.6663996153149	7.982049797558801	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-11.0386521499437 - 7.57055403157888	all	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.319822682700798 )	4.37477133625958	4.74724647487822	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
63	gamma_proteobacteria_dominance_vs_disease	observed_features_tissue	perc_dis	0.115885281249259	0.0958899939203577	NA (q values only calculated for best models by AIC)	0.0245964287175814	BM	False	172.605551804499	173.151006349953	14.553477015691016	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-0.00316899966279767 - 0.0523618570979605	tissue	lambda=1 delta=1kappa=1	None	All parameters fixed	0.782013180191537	0.0141660348879485	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
64	gamma_proteobacteria_dominance_vs_disease	gini_index_mucus	perc_dis	0.0019495165052111	0.903602666436151	NA (q values only calculated for best models by AIC)	-3.37427699868621	BM_Delta	False	78.2571010863294	79.9713868006151	9.974625404048098	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-56.2802378027011 - 49.5316838053287	mucus	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.239466706465727  -  NA )	6.41943015019503	26.9928371449056	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
65	gamma_proteobacteria_dominance_vs_disease	observed_features_all	perc_dis	0.0332278074017312	0.393928843806633	NA (q values only calculated for best models by AIC)	0.0240289394990981	BM	False	174.861052836279	175.432481407708	21.370233678789987	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-0.0301325460524307 - 0.078190425050627	all	lambda=1 delta=1kappa=1	None	All parameters fixed	0.411908744878129	0.027633410995678	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
